URI	rdf:type	skos:prefLabel	skos:altLabel	skos:hiddenLabel	skos:definition	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
84	skos:Concept	Ambitus							
85	skos:Concept	Âme (instrument à archet)			Petit cylindre de bois qu'on place debout entre la table et le fond d'un instrument à cordes pour maintenir toujours les parties dans le même degré d'élévation et communiquer leurs vibrations. La manière dont est placé le cylindre contribue beaucoup à la beauté des sons de l'instrument.				
86	skos:Concept	Amphigouri			Texte ou discours volontairement confus, embrouillé ou abscons, souvent caractérisé par un enchaînement d'idées sans véritable logique apparente, parfois employé à des fins parodiques, satiriques ou simplement décoratives.				
87	skos:Concept	Amplitude d'un son							
88	skos:Concept	Ana							
89	skos:Concept	Anapeste							
90	skos:Concept	Anche			Deux languettes de roseaufort minces dans leur extrémité, placées horizontalement l'une sur l'autre et assujetties sur un petit tuyau de métal, forment l'anche du hautbois. Celles du cor anglais et du basson, faites de la même manière, ont des proportions plus grandes. — L'anche de la clarinette n'a qu'une seule languette de roseau, qui produit les vibrations en frémissant contre le bec de cet instrument où elle est fixée.		890.0		EP346109
91	skos:Concept	Anche à pirouette							
92	skos:Concept	Anche double							
93	skos:Concept	Anche faible							
94	skos:Concept	Anche forte							
95	skos:Concept	Anche libre			Est une languette fixée par une de ses extrémités au devant d'une ouverture pratiquée dans une paroi solide. Cette languette est construite de manière à se cambrer dans l'état de repos et à dégager l'ouverture. Mais si on établit d'une manière quelconque un courant d'air qui tend à s'échapper par l'ouverture, dans le sens nécessaire à la vibration, on voit la languette ou anche entraînée s'appliquer d'abord sur la paroi et suspendre momentanément l'écoulement, puis son élasticité la ramène à sa position première, après quoi elle est de nouveau entraînée et ainsi de suite, tant que l'air fait effort pour s'écouler par l'ouverture, dans beaucoup d'instruments à vent le son se produit par l'intervention d'une anche : la clarinette, le hautbois, certains orgues. Le cor de chasse et la flûte semblent dépourvus d'anches, mais les lèvres en tiennent lieu. La voix humaine elle même se produit dans le larynx par le passage plus ou moins rapide de l'air expiré entre les replis nombreux appelés cordes vocales qui jouent à peu près le rôle d'anche.				
96	skos:Concept	Anche lippale							
97	skos:Concept	Anche simple							
98	skos:Concept	Fête de saint André							
99	skos:Concept	Angélique							
100	skos:Concept	Angelus							
101	skos:Concept	Fête des saints Anges gardiens							
102	skos:Concept	Anglaise							
105	skos:Concept	Annonciation							PMB1137
106	skos:Concept	Anse de cloche							
107	skos:Concept	Anthem							PMB1138
108	skos:Concept	Anthologie					1975.0		EP346819
109	skos:Concept	Antienne			Chant d'église, que dans l'origine on chantait à deux choeurs qui se répondaient alternativement ; on comprenait sous ce titre les hymnes et les psaumes que l'on chantait dans l'église à deux choeurs. — Aujourd'hui, la signification de ce terme est restreinte à certains passages courts tirés de l'Ecriture, qui conviennent au mystère, à la vie ou à la dignité du saint dont on célèbre la fête, et qui, soit dans le chant, soit dans la récitation de l'office, précèdent ou suivent les psaumes et les cantiques.				EP345768;PMB1139
110	skos:Concept	Antienne à la Vierge Marie	Antienne à Marie					Salve Regina, Alma Redemptoris, Ave Regina, Regina Caeli, Speciosa facta est, Inviolata, Sub tuum.	PMB1140;EP345769
112	skos:Concept	Antienne au Saint Sacrement							PMB1141
113	skos:Concept	Antienne de communion							
114	skos:Concept	Antienne d'offertoire							
115	skos:Concept	Antiphonaire			— Livre où les antiennes et autres parties de l'office divin, surtout l'introït, le graduel, le trait, l'alleluia, l'offertoire et la communion, sont notés sur une portée de quatre lignes et avec les caractères propres au plain-chant.		1283.0		EP346361
116	skos:Concept	Fête de saint Antoine de Padoue							
117	skos:Concept	Apôtre	Apôtres					Isti sunt qui viventes	PMB1142
119	skos:Concept	Appogiature	Appoggiature		Terme de musique emprunté à. la langue italienne (appogiatura) /signifie un agrément qui se fait dans le chant, en appuyant la voix sur la note qui précède en dessus de l'harmonie. C'est ce qu'anciennement on appelait petites notes, notes perlées, ports de voix, avec cette différence cependant que ces derniers se faisaient presque toujours en dessous. C'est aussi un terme de la science harmonique. On trouve souvent, dans un morceau d'harmonie, des notes plus ou moins nombreuses qui n'appartiennent point à l'harmonie. Celles de ces notes qui se trouvent aux temps forts de la mesure ou aux parties fortes des temps, sont nommés appogiatures. Les appogiatures sont d'un fréquent usage, et leur emploi est laissé entièrement à la volonté du compositeur. Cependant comme elles produisent toujours une assez forte dissonnance, elles demandent de la discrétion et du goût.		48.0		EP345722
120	skos:Concept	Apprentissage					789.0		EP346045
121	skos:Concept	Archet			L'archet se compose d'une baguette de bois dur et d'un faisceau de crins de cheval assujettis à ses deux bouts et tendus au.moyen d'une vis de rappel. C'est en frottant l'archet sur les cordes qu'on obtient un frémissement qui agite l'air et le fait vibrer dans la table d'harmonie des violons, des violes et des basses. Pour donner plus de force à l'action de l'archet sur les cordes, on enduit l'archet de colophane. C'est Tartini qui a appris aux violonistes à se servir . de l'archet et leur en a révélé la magie. C'est de la manière de le tenir et de le gouverner que dépendent la la force, la douceur, l'intensité des sons.		888.0		EP346097;PMB1143
122	skos:Concept	Archetier					883.0		EP346089
123	skos:Concept	Archiluth			Était une variété de l'instrument, nommé Théorbe dont la caisse était un peu plus allongée et un peu moins arrondie.				
124	skos:Concept	Architecte							EP345770
125	skos:Concept	Architecture					244.0		EP345801;PMB1144
126	skos:Concept	Architecture de théâtre					691.0		EP345935
127	skos:Concept	Archives							EP345771;PMB23320
128	skos:Concept	Argent							
129	skos:Concept	Argument							
130	skos:Concept	Aria					49.0		EP346610;PMB1145
131	skos:Concept	Ariette			Diminutif d'air, dérivé, selon Saumaise, du latin oera. On appelle ariette un chant formé d'une suite de phrases mélodiques, rhythmées et coupées par des repos qu'on nomme cadences. Ce chant est ordinairement fait pour être exécuté par un instrument quelconque, ou adapté à certaines poésies faites pour être chantées. — Chaque sorte d'ariette porte un nom particulier, selon le caractère qui lui est propre. Autrefois le nombre en était considérable ; ainsi, l'on avait les villanelles, les ariettes de bravoure, les bourrées, les gigues, les cavatines, les barcarolles, les gavottes, les passe-pieds, les musettes. ■— De toutes ces ariettes peu sont encore en usage aujourd'hui, et à l'exception de l'air déclamé, du grand air, de la cavatine, du rondeau, de la barcarolle, de la romance, et de quelques autres, les compositeurs modernes ne s'assujettissent plus guère à telle ou telle forme pour le caractère et la coupe de leurs airs. — L'ariette est, en général, un petit air détaché, léger et gracieux, qui tient le milieu entre la romance et la chanson. Les ariettes étaient fort en usage vers le milieu et la fin du dix-huitième siècle ; elles sont maintenant presque entièrement passées de mode. — On appelait autrefois ariette de bravoure, ce que nous désignons aujourd'hui sous le nom d'air à roulades. Les ariettes composées avant le quinzième siècle portaient presque toutes le nom de chanson.		49.0		EP346611;PMB1146
132	skos:Concept	Ariette instrumentale							PMB1147
133	skos:Concept	Arithmétique							
134	skos:Concept	Arlequin							PMB1148
136	skos:Concept	Armoiries							EP345773;PMB1149
137	skos:Concept	Armomes							
138	skos:Concept	Arpège			De l'italien arpegio et arpa, harpe. — Manière de faire entendre successivement tous les sons qui entrent dans la composition d'un accord, au lieu de les frapper simultanément. Le piano et la harpe ne pouvant rendre que des sons qui ne durent pas, on est quelquefois obligé, pour soutenir l'harmonie, de frapper plusieurs fois et l'une après l'autre les touches ou les cordes de ces instruments. Ce qu'on fait par nécessité, on le fait aussi par goût ; Il y a des instruments qui ne peuvent faire entendre que deux sons à la fois, comme le violon, le violoncelle et la viole, et d'autres qui n'en peuvent rendre qu'un seul, comme tous les instruments à vent. Si donc, l'on veut faire entendre sur ces instruments une harmonie pleine, on est obligé de jouer, alternativement sur chacune des notes qui composent les accords dont on fait usage. C'est ce qu'on appelle arpéger ou faire des arpéges. — Les arpéges se font plus souvent sur le violon, le violoncelle, le piano et la harpe, en allant du grave à l'aigu, et revenant sur les mêmes notes de l'aigu au grave. — Les arpéges ne peuvent être exécutés avec la même facilité par les instruments à vent que par les instruments à archet. Aussi ne leur en fait-on faire que très-rarement et avec des modifications qui les simplifient. La flûte et la clarinette sont presque les seuls instruments à vent qui puissent arpéger convenablement.				
139	skos:Concept	Arpègement					48.0		EP345723
140	skos:Concept	Arpeggione							PMB23293
141	skos:Concept	Arrangement			C'est mettre à la portée d'un ou de plusieurs instruments ce qui a été composé pour un ou plusieurs instruments d'une nature différente. Il signifie encore resserrer le dessin harmonique dans ses formes et ses moyens, pour que les exécutants puissent rendre en sextuor, en quatuor, ou simplement sur le piano, la harpe et même la guitare, une symphonie ou un accompagnement destiné pour le grand orchestre. L'arrangement peut avoir son utilité; mais, en général et au point de vue de l'art, il est presque toujours une insigne trahison à l'égard du compositeur. Comment pourra-t-on conserver sa pensée ? Les éléments sonores qu'il avait choisis, leur disposition, leur combinaison, leur opposition ou leur harmonie, leur ensemble, en un mot, était précisément, à ses yeux, le moyen nécessaire et choisi entre mille d'exprimer sa pensée : si tout cela disparaît, que devient-elle ? Et si la pensée disparaît, qu'a-t-on conservé de l'auteur primitif ? Beaucoup de virtuoses, dit un critique célèbre, grands et petits, chanteurs ou instrumentistes, ont l'insupportable tendance à mettre toujours en première ligne ce qu'ils croient l'intérêt de leur personnalité. Ils tiennent peu compte du respect inaltérable que tout exécutant doit à tout compositeur, et de l'engagement tacite, mais réel, que le premier prend envers l'auditeur, de lui transmettre intacte la pensée du second, soit qu'il honore un auteur médiocre en lui servant d'interprète, soit qu'il ait l'honneur de rendre la pensée d'un homme de génie. Et, dans l'un et l'autre cas, l'exécutant qui se permet ainsi, obéissant à son caprice du moment, d'aller à l'encontre des intentions du compositeur, devrait bien penser que l'auteur de l'oeuvre telle quelle qu'il exécute, a probablement mis cent fois plus d'attention à déterminer la place et la durée de certains effets, à indiquer tel ou tel mouvement, à dessiner, comme il l'a fait, sa mélodie et son rhythme, à choisir ses accords et ses instruments, qu'il n'en met lui, l'exécutant, à faire le contraire. On ne saurait trop se récrier, en toute occasion, contre cette insensée prérogative qui s'arrogent trop souvent les arrangeurs, les instrumentistes, les chanteurs et les chefs d'orchestre.				EP345774
